aa,aa,aaa 0.974
partn,partners,partnerships 0.994
partn,partnership,partnerships 0.998
partridg,partridge,partridges 0.900
party,partiers,party 1.000
party,parties,party 0.983
party,parties,partys 0.997
party,party,partys 0.995
pasolin,pasolini,pasolinis 0.667
pass,pass,passage 1.000
pass,pass,passed 0.999
pass,pass,passer 1.000
pass,pass,passes 0.998
pass,pass,passing 0.999
pass,pass,passivation 1.000
pass,passage,passages 0.998
pass,passage,passed 1.000
pass,passage,passions 0.999
pass,passages,passed 1.000
pass,passages,passes 0.999
pass,passages,passing 1.000
pass,passed,passer 1.000
pass,passed,passing 0.999
pass,passed,passionate 1.000
pass,passer,passing 0.999
pass,passes,passing 0.999
pass,passion,passions 0.999
passeng,passenger,passengers 0.935
passport,passport,passports 0.923
past,pastor,pastoral 0.998
past,pastor,pastors 0.997
past,pastoral,pastorale 0.994
pat,pat,pats 0.999
pat,pat,patten 0.999
pat,patant,patants 0.980
pat,patent,patentability 0.999
pat,patent,patented 0.998
pat,patent,patentee 0.999
pat,patent,patents 0.995
pat,patentability,patents 0.998
pat,patented,patents 0.998
pat,patentee,patents 0.998
pat,patten,pattens 0.996
patch,patch,patched 0.985
patch,patch,patcher 0.984
patch,patch,patches 0.990
patch,patch,patching 0.984
patch,patches,patching 0.982
patem,pateman,patemans 0.500
path,path,paths 0.998
pathway,pathway,pathways 0.923
patriarch,patriarch,patriarchal 0.982
patriarch,patriarch,patriarchate 0.981
patriarch,patriarch,patriarchs 0.965
patriarch,patriarchal,patriarchate 0.963
patrikeyev,patrikeyev,patrikeyevs 0.500
patrol,patrol,patrols 0.980
patron,patronage,patrons 0.992
patsy,patsy,patsys 0.889
pattern,pattern,patterns 0.979
patterson,patterson,pattersons 0.971
paty,patient,patients 0.969
paul,paul,paula 1.000
paul,paul,paulist 1.000
paul,paul,pauls 0.998
paul,paul,paulus 1.000
pav,paver,pavers 0.972
pav,paver,paving 0.990
pav,pavers,paving 0.988
pavil,pavilion,pavilions 0.985
pawn,pawn,pawns 0.972
paxton,paxton,paxtons 0.875
pay,pay,payables 0.999
pay,pay,paying 0.998
pay,pay,payment 0.994
pay,pay,payments 0.998
pay,pay,pays 0.999
pay,paying,payment 0.997
pay,payment,payments 0.988
pay,payment,pays 0.997
payload,payload,payloads 0.714
payoff,payoff,payoffs 0.750
pea,pea,peas 0.900
peac,peace,peaceful 0.997
peac,peace,peacefully 0.998
peacekeep,peacekeepers,peacekeeping 0.833
peak,peak,peaked 0.996
peak,peak,peaks 0.989
pearl,pearl,pearls 0.989
pearson,pearson,pearsons 0.980
pearson,pearsoni,pearsons 0.933
peas,peasant,peasants 0.983
pecc,peccaries,peccary 0.750
peck,peck,pecks 0.972
pedagog,pedagogical,pedagogy 0.950
peddl,peddler,peddlers 0.750
pedro,pedro,pedros 0.981
peel,peel,peels 0.982
peer,peer,peerage 0.995
peer,peer,peers 0.989
peer,peerage,peers 0.994
peew,peewee,peewees 0.667
pegas,pegasi,pegasus 0.968
pel,pelican,pelicans 0.993
pellessy,pellessier,pellessiers 0.500
pelmorex,pelmorex,pelmorexs 0.667
pelv,pelvic,pelvis 0.818
pen,penn,penns 0.999
pen,pennant,pennants 0.996
penal,penalties,penalty 0.943
pend,pension,pensions 0.995
penelop,penelope,penelopes 0.900
penguin,penguin,penguins 0.983
penicillin,penicillin,penicillins 0.667
penit,penitent,penitents 0.750
pennington,pennington,penningtons 0.875
penny,penny,pennys 0.974
penumbr,penumbra,penumbral 0.500
peny,penya,penyes 0.500
peopl,people,peoplehood 1.000
peopl,people,peoples 0.993
peopl,peopled,peoples 0.998
peor,peoria,peorian 0.972
peraw,perawat,perawatan 0.500
perc,percent,percentages 0.996
perceiv,perceive,perceptions 0.989
perceiv,perception,perceptions 0.995
perceiv,perception,perceptive 0.994
perceiv,perception,perceptual 0.994
percoide,percoidea,percoidei 0.500
percuss,percussion,percussionist 0.993
percuss,percussion,percussive 0.993
percuss,percussionists,percussive 0.889
peregrin,peregrine,peregrinus 0.969
pereir,pereira,pereire 0.929
perform,perform,performance 0.997
perform,perform,performances 0.998
perform,perform,performed 0.996
perform,perform,performer 0.999
perform,perform,performers 0.999
perform,perform,performing 0.997
perform,perform,performs 0.998
perform,performance,performances 0.995
perform,performance,performanes 1.000
perform,performance,performed 0.996
perform,performance,performer 0.999
perform,performance,performers 0.998
perform,performance,performing 0.997
perform,performance,performs 0.999
perform,performances,performed 0.998
perform,performances,performer 0.998
perform,performances,performers 0.999
perform,performances,performing 0.998
perform,performances,performs 0.999
perform,performative,performed 1.000
perform,performed,performer 0.999
perform,performed,performers 0.999
perform,performed,performing 0.996
perform,performed,performs 0.999
perform,performer,performers 0.999
perform,performer,performing 0.999
perform,performers,performing 0.999
perform,performers,performs 0.998
perform,performing,performs 0.999
pericard,pericardial,pericardium 0.500
period,period,periodical 1.000
period,period,periodically 1.000
period,period,periods 0.996
period,periodical,periodicals 0.988
periph,peripheral,peripherals 0.975
perm,permanent,permanently 0.999
permit,permissions,permit 0.994
permit,permit,permits 0.996
permit,permits,permitted 0.997
peron,perone,peroneal 0.917
pers,persia,persian 0.989
pers,persia,persians 0.993
pers,persian,persians 0.997
persh,pershing,pershings 0.800
person,person,persona 1.000
person,person,personage 1.000
person,person,personal 0.999
person,person,personalis 1.000
person,person,personality 1.000
person,person,personally 1.000
person,person,personhood 1.000
person,person,personifies 1.000
person,person,persons 0.997
person,personal,personality 1.000
person,personal,persons 0.999
person,personalities,personality 0.999
perspect,perspective,perspectives 0.992
persuad,persuade,persuaded 0.991
peruv,peruvian,peruvians 0.867
pest,pest,pests 0.978
pesticid,pesticidal,pesticides 0.938
pet,pet,pete 0.999
pet,pet,peter 1.000
pet,pet,pets 0.998
pet,petal,petals 0.995
pet,petar,petr 0.996
pet,pete,peter 0.999
pet,pete,peters 1.000
pet,pete,petes 0.999
pet,pete,petr 0.999
pet,peter,peters 0.999
pet,peter,petter 1.000
petit,petition,petitioned 0.993
petit,petition,petitions 0.993
petrel,petrel,petrels 0.667
pew,pewee,pewees 0.833
phalarop,phalarope,phalaropus 0.750
phantom,phantom,phantoms 0.976
pharaoh,pharaoh,pharaohs 0.875
pharmaceut,pharmaceutical,pharmaceuticals 0.929
pharmacokinet,pharmacokinet,pharmacokinetics 0.750
pharmacolog,pharmacological,pharmacology 0.972
phas,phase,phases 0.987
phas,phase,phasing 0.997
phil,phillie,phillies 0.978
philanthrop,philanthropies,philanthropist 0.982
philanthrop,philanthropies,philanthropists 0.982
philanthrop,philanthropies,philanthropy 0.967
philanthrop,philanthropist,philanthropists 0.989
philanthrop,philanthropist,philanthropy 0.989
philanthrop,philanthropists,philanthropy 0.989
philip,philip,philipp 0.999
philippin,philippine,philippines 0.936
philolog,philologus,philology 0.964
philosoph,philosophe,philosopher 0.996
philosoph,philosophe,philosophes 0.981
philosoph,philosophe,philosophy 0.998
philosoph,philosopher,philosophers 0.994
philosoph,philosopher,philosophes 0.996
philosoph,philosopher,philosophical 0.999
philosoph,philosopher,philosophie 0.998
philosoph,philosopher,philosophy 0.997
philosoph,philosophers,philosophia 0.996
philosoph,philosophers,philosophical 0.999
philosoph,philosophers,philosophie 0.996
philosoph,philosophers,philosophies 0.997
philosoph,philosophers,philosophy 0.996
philosoph,philosophes,philosophie 0.974
philosoph,philosophic,philosophy 0.999
philosoph,philosophical,philosophie 0.998
philosoph,philosophical,philosophies 0.998
philosoph,philosophical,philosophique 0.998
philosoph,philosophical,philosophy 0.993
philosoph,philosophically,philosophy 0.999
philosoph,philosophie,philosophies 0.991
philosoph,philosophie,philosophique 0.962
philosoph,philosophie,philosophy 0.999
philosoph,philosophies,philosophy 0.997
philosoph,philosophique,philosophy 0.999
phoenix,phoenix,phoenixs 0.988
phon,phone,phones 0.995
phonem,phoneme,phonemic 0.750
phonet,phonetic,phonetics 0.964
phosph,phosphate,phosphates 0.976
phosph,phosphate,phosphoric 0.972
phosphatas,phosphatase,phosphatases 0.800
photo,photo,photos 0.974
photograph,photograph,photographed 0.997
photograph,photograph,photographer 0.995
photograph,photograph,photographers 0.997
photograph,photograph,photographic 0.989
photograph,photograph,photographs 0.998
photograph,photographed,photographer 0.997
photograph,photographed,photographers 0.995
photograph,photographed,photographs 0.997
photograph,photographed,photography 0.998
photograph,photographer,photographers 0.988
photograph,photographer,photographic 0.994
photograph,photographer,photographs 0.989
photograph,photographer,photography 0.991
photograph,photographers,photographic 0.992
photograph,photographers,photographs 0.988
photograph,photographers,photography 0.988
photograph,photographic,photographs 0.997
photograph,photographic,photography 0.991
photograph,photographs,photography 0.995
photomet,photometers,photometric 0.500
phu,phu,phue 0.875
phys,physical,physically 1.000
phys,physical,physics 0.996
phys,physically,physics 0.999
phys,physician,physicians 0.996
phys,physician,physicist 0.998
phys,physicist,physics 0.992
phys,physicists,physics 0.996
phys,physics,physique 0.998
phytochem,phytochemical,phytochemistry 0.667
pian,pianist,pianists 0.994
piano,piano,pianos 0.988
picard,picard,picards 0.833
pick,pick,picked 0.998
pick,pick,pickering 0.999
pick,pick,picking 0.999
pick,pick,picks 0.997
pick,picked,picking 0.998
pict,picture,pictures 0.998
pidgin,pidgin,pidgins 0.750
piec,piece,pieces 0.995
piec,piece,piecing 0.998
piek,piekar,piekary 0.667
pierc,pierce,pierces 0.992
pig,pig,pigs 0.989
pig,piggee,pigs 0.991
pig,pigment,pigmented 0.967
pigeon,pigeon,pigeons 0.824
pik,pike,pikes 0.990
pikem,pikeman,pikemen 0.667
pil,pilate,pilates 0.977
pilgrim,pilgrim,pilgrims 0.975
pill,pillar,pillars 0.969
pilot,pilot,piloting 0.996
pilot,pilot,pilots 0.990
pin,pin,pins 0.998
pin,pine,pines 0.998
pin,pines,pini 0.997
pinkney,pinkney,pinkneys 0.800
pint,pinter,pinters 0.960
pion,pioneer,pioneers 0.994
pip,pip,pips 0.981
pip,pipe,pipes 0.995
pip,piper,pipers 0.994
pip,piper,pipes 0.997
pip,pipers,pipes 0.994
pipelin,pipeline,pipelines 0.700
piperidin,piperidine,piperidines 0.750
pipit,pipit,pipits 0.500
pir,piracy,pirate 0.997
pir,piracy,pirated 0.986
pir,piracy,pirates 0.998
pir,pirate,pirates 0.989
pis,pisa,pisan 0.929
piston,piston,pistons 0.917
pit,pit,pits 0.997
pitch,pitch,pitched 0.993
pitch,pitch,pitcher 0.991
pitch,pitch,pitches 0.981
pitch,pitch,pitching 0.992
pitch,pitched,pitcher 0.967
pitch,pitched,pitchers 0.995
pitch,pitched,pitches 0.993
pitch,pitched,pitching 0.974
pitch,pitcher,pitchers 0.976
pitch,pitcher,pitching 0.978
pitch,pitchers,pitching 0.987
pitch,pitches,pitching 0.991
pittsburgh,pittsburgh,pittsburghs 0.955
pixel,pixel,pixels 0.952
piy,piye,piyes 0.500
plac,place,placed 0.998
plac,place,placement 0.999
plac,place,placements 1.000
plac,place,places 0.996
plac,place,placing 1.000
plac,placed,placement 0.998
plac,placed,places 0.999
plac,placed,placing 0.998
plac,placement,placements 0.996
plac,placement,places 1.000
plac,placements,places 1.000
plac,places,placing 1.000
placekick,placekicker,placekickers 0.500
plaid,plaid,plaids 0.800
plain,plain,plains 0.998
plaintext,plaintext,plaintexts 0.500
plaintiff,plaintiff,plaintiffs 0.875
plan,plan,planned 0.999
plan,plan,planners 0.999
plan,plan,planning 0.998
plan,plan,plans 0.996
plan,plane,planes 0.994
plan,plane,planned 0.999
plan,plane,plans 0.999
plan,planned,planning 0.998
plan,planned,plans 0.999
plan,planner,planners 0.995
plan,planner,planning 0.999
plan,planner,plans 0.999
plan,planners,planning 0.999
plan,planners,plans 0.999
plan,planning,plans 1.000
planet,planet,planetary 0.989
planet,planet,planets 0.959
planet,planetary,planets 0.993
plant,plant,planted 1.000
plant,plant,planting 0.999
plant,plant,plantings 1.000
plant,plant,plants 0.992
plant,plantar,plantaris 0.976
plant,plantation,planted 0.998
plant,planter,planters 0.982
plant,plantes,plants 0.999
plant,planting,plants 0.999
plast,plaster,plastics 0.993
plast,plastic,plastics 0.996
plat,plate,plates 0.999
plat,plate,plating 0.999
plat,plates,plating 0.997
platform,platform,platformer 0.997
platform,platform,platforms 0.986
plato,plato,platos 0.917
platon,platonic,platonique 0.971
platon,platonic,platonism 0.971
play,play,playable 1.000
play,play,played 0.992
play,play,player 0.993
play,play,players 0.996
play,play,playful 1.000
play,play,playing 0.993
play,play,plays 0.996
play,playable,played 1.000
play,playable,player 1.000
play,played,player 0.987
play,played,players 0.994
play,played,playful 1.000
play,played,playing 0.991
play,played,plays 0.995
play,player,players 0.987
play,player,playing 0.993
play,player,plays 0.996
play,players,playing 0.995
play,players,plays 0.998
play,playing,plays 0.997
playboy,playboy,playboys 0.947
playground,playground,playgrounds 0.962
playm,playmate,playmates 0.778
playoff,playoff,playoffs 0.869
playwright,playwright,playwrights 0.986
ple,pleat,pleats 0.938
pleas,pleasant,pleasantly 0.998
pleas,pleasant,pleasure 0.999
pleas,pleasurable,pleasure 0.996
pleas,pleasure,pleasures 0.997
pledg,pledged,pledges 0.978
plod,plosive,plosives 0.500
plot,plot,plots 0.998
plot,plot,plotted 0.999
plot,plot,plotting 0.998
plov,plover,plovers 0.833
plugin,plugin,plugins 0.750
plum,plum,plums 0.982
plum,plumage,plumaged 0.979
plum,plumaged,plumes 0.958
plumex,plumex,plumexs 0.500
plur,plural,pluralization 0.990
poach,poached,poachers 0.950
poach,poached,poaching 0.917
poach,poachers,poaching 0.958
pobr,pobre,pobres 0.833
pock,pock,pocked 0.750
pock,pock,pocking 0.833
pock,pocked,pocking 0.833
poe,poe,poes 0.917
poem,poem,poems 0.956
poet,poet,poetic 0.996
poet,poet,poetical 0.998
poet,poet,poets 0.989
poet,poetic,poets 0.991
poet,poetical,poets 0.996
point,point,pointe 1.000
point,point,pointed 0.999
point,point,pointer 1.000
point,point,pointing 0.999
point,point,points 0.996
point,pointed,points 1.000
point,pointers,points 1.000
pointil,pointillism,pointillisme 0.500
poison,poison,poisoning 0.995
poison,poison,poisonings 0.991
poison,poisoned,poisoning 0.993
poison,poisoned,poisons 0.988
poison,poisoning,poisonings 0.989
poison,poisoning,poisonous 0.992
poison,poisonings,poisons 0.971
pok,poke,poking 0.980
pol,pol,polish 1.000
pol,polans,polish 1.000
pol,polar,pole 0.999
pol,pole,polish 1.000
pol,polen,polens 0.993
pol,polen,polish 1.000
pol,poles,police 1.000
pol,poles,polish 0.999
pol,police,polician 1.000
pol,police,policing 0.999
pol,police,pollen 1.000
pol,police,polling 1.000
pol,polish,polished 1.000
pol,poll,polls 0.998
pol,polling,polls 0.998
poland,poland,polands 0.993
policem,policeman,policemen 0.977
policy,policies,policy 0.940
polik,poliker,polikers 0.750
polit,polite,political 1.000
polit,politi,political 1.000
polit,politic,political 1.000
polit,politic,politician 1.000
polit,political,politically 0.999
polit,political,politician 0.997
polit,political,politicians 0.998
polit,political,politicise 1.000
polit,political,politicization 1.000
polit,political,politicized 1.000
polit,political,politics 0.992
polit,political,politique 1.000
polit,political,politiques 1.000
polit,politically,politician 1.000
polit,politically,politicians 0.999
polit,politically,politics 0.999
polit,politician,politicians 0.992
polit,politician,politics 0.999
polit,politicians,politics 0.998
polityk,polityka,polityki 0.500
politz,politzer,politzers 0.500
pollenty,pollentier,pollentiers 0.500
pollut,pollutants,pollution 0.993
pollut,polluted,pollutes 0.967
pollut,polluted,pollution 0.980
pollut,polluters,pollutes 0.917
pollut,polluters,pollution 0.992
pollut,pollutes,pollution 0.992
polnisch,polnische,polnischen 0.500
polyacryl,polyacrylate,polyacrylates 0.500
polyest,polyester,polyesters 0.833
polygraph,polygraph,polygraphs 0.917
polym,polymer,polymeren 0.979
polym,polymer,polymerization 0.970
polym,polymer,polymers 0.955
polym,polymerisation,polymerizes 0.944
polymoog,polymoog,polymoogs 0.500
polynes,polynesia,polynesian 0.955
polynom,polynomial,polynomials 0.875
pomarin,pomarine,pomarinus 0.750
pomerod,pomerode,pomerodes 0.500
pond,pond,ponder 0.996
pond,pond,ponds 0.996
pont,ponce,pontifical 0.993
pont,ponte,pontes 0.994
pool,pool,poole 0.996
pool,pool,pools 0.989
poor,poor,poorer 0.996
poor,poor,poorly 0.997
pop,pop,pops 1.000
pop,pop,population 0.999
pop,pop,populations 0.999
pop,pope,popes 0.995
pop,pope,population 1.000
pop,poppen,pops 0.996
pop,pops,populated 0.999
pop,populated,population 1.000
pop,population,populations 0.999
pop,population,populous 1.000
popey,popeye,popeyes 0.714
popov,popov,popovic 0.833
popul,popular,popularised 1.000
popul,popular,popularity 0.999
popul,popular,popularized 1.000
popul,popular,popularizer 1.000
popul,popular,popularly 0.999
popul,popularity,popularized 0.999
porch,porch,porches 0.933
porcupin,porcupine,porcupines 0.909
pordenon,pordenone,pordenones 0.500
porky,porky,porkys 0.800
porn,porn,pornified 0.938
pornograph,pornographic,pornography 0.850
porsch,porsche,porsches 0.857
port,port,portable 1.000
port,port,portal 0.999
port,port,porter 1.000
port,port,portions 1.000
port,port,ports 0.999
port,portable,portables 0.998
port,portable,portal 1.000
port,portable,ported 0.999
port,portage,portages 0.997
port,portage,portal 1.000
port,portage,porter 0.999
port,portal,portals 1.000
port,portal,ported 1.000
port,portal,porter 1.000
port,portal,porters 1.000
port,portal,portions 1.000
